intent,question,response
road_safety,Where are transport safety guides?,Open Transport and look for the Road Safety Guides section. You can also search for 'road safety' to find relevant materials.
road_safety,Can I access road safety documents?,Open Transport and look for the Road Safety Guides section. You can also search for 'road safety' to find relevant materials.
road_safety,Do you have road safety information for drivers?,Open Transport and look for the Road Safety Guides section. You can also search for 'road safety' to find relevant materials.
road_safety,I need traffic safety information,Open Transport and look for the Road Safety Guides section. You can also search for 'road safety' to find relevant materials.
road_safety,Where can I download safety guides?,Open Transport and look for the Road Safety Guides section. You can also search for 'road safety' to find relevant materials.
road_safety,Show me road safety documents,Open Transport and look for the Road Safety Guides section. You can also search for 'road safety' to find relevant materials.
road_safety,Are traffic safety resources available?,Open Transport and look for the Road Safety Guides section. You can also search for 'road safety' to find relevant materials.
road_safety,How do I find road safety guides?,Open Transport and look for the Road Safety Guides section. You can also search for 'road safety' to find relevant materials.
road_safety,Where can I get transport safety information?,Open Transport and look for the Road Safety Guides section. You can also search for 'road safety' to find relevant materials.
road_safety,I am looking for road safety materials,Open Transport and look for the Road Safety Guides section. You can also search for 'road safety' to find relevant materials.
road_safety,Can you help me find a road safety guide?,Open Transport and look for the Road Safety Guides section. You can also search for 'road safety' to find relevant materials.
award_brochures,Where can I find award brochures?,Use the resource search and look for 'award brochure' or open the relevant Award Brochures section to find available materials.
award_brochures,Do you have award brochures?,Use the resource search and look for 'award brochure' or open the relevant Award Brochures section to find available materials.
award_brochures,Show me award resources,Use the resource search and look for 'award brochure' or open the relevant Award Brochures section to find available materials.
award_brochures,I need an award brochure,Use the resource search and look for 'award brochure' or open the relevant Award Brochures section to find available materials.
award_brochures,Where are the award documents?,Use the resource search and look for 'award brochure' or open the relevant Award Brochures section to find available materials.
award_brochures,Can I download award brochures?,Use the resource search and look for 'award brochure' or open the relevant Award Brochures section to find available materials.
award_brochures,What award resources are available?,Use the resource search and look for 'award brochure' or open the relevant Award Brochures section to find available materials.
award_brochures,Find award brochures for me,Use the resource search and look for 'award brochure' or open the relevant Award Brochures section to find available materials.
award_brochures,Where can I access company award materials?,Use the resource search and look for 'award brochure' or open the relevant Award Brochures section to find available materials.
award_brochures,Do you have award-related resources?,Use the resource search and look for 'award brochure' or open the relevant Award Brochures section to find available materials.
award_brochures,Show me award brochures,Use the resource search and look for 'award brochure' or open the relevant Award Brochures section to find available materials.
award_brochures,Where can I find awards information?,Use the resource search and look for 'award brochure' or open the relevant Award Brochures section to find available materials.
award_brochures,Are award documents available?,Use the resource search and look for 'award brochure' or open the relevant Award Brochures section to find available materials.
award_brochures,I need an awards brochure,Use the resource search and look for 'award brochure' or open the relevant Award Brochures section to find available materials.
award_brochures,Can I search for award brochures?,Use the resource search and look for 'award brochure' or open the relevant Award Brochures section to find available materials.
award_brochures,Where are the company award materials?,Use the resource search and look for 'award brochure' or open the relevant Award Brochures section to find available materials.
award_brochures,How do I download an award brochure?,Use the resource search and look for 'award brochure' or open the relevant Award Brochures section to find available materials.
award_brochures,Show award-related documents,Use the resource search and look for 'award brochure' or open the relevant Award Brochures section to find available materials.
award_brochures,I want to read an award brochure,Use the resource search and look for 'award brochure' or open the relevant Award Brochures section to find available materials.
award_brochures,Where can I find awards resources?,Use the resource search and look for 'award brochure' or open the relevant Award Brochures section to find available materials.
award_brochures,Do you have brochures about awards?,Use the resource search and look for 'award brochure' or open the relevant Award Brochures section to find available materials.
award_brochures,Can I access award materials?,Use the resource search and look for 'award brochure' or open the relevant Award Brochures section to find available materials.
award_brochures,I need an award document,Use the resource search and look for 'award brochure' or open the relevant Award Brochures section to find available materials.
award_brochures,How do I find award brochures?,Use the resource search and look for 'award brochure' or open the relevant Award Brochures section to find available materials.
award_brochures,Are there award brochures on the website?,Use the resource search and look for 'award brochure' or open the relevant Award Brochures section to find available materials.
download_resource,How do I download a resource?,"Open the resource you want and select its Download option. If no download option appears, the resource may not have a downloadable file."
download_resource,How can I download a PDF?,"Open the resource you want and select its Download option. If no download option appears, the resource may not have a downloadable file."
download_resource,How do I download a document?,"Open the resource you want and select its Download option. If no download option appears, the resource may not have a downloadable file."
download_resource,Can I download resources?,"Open the resource you want and select its Download option. If no download option appears, the resource may not have a downloadable file."
download_resource,Where is the download button?,"Open the resource you want and select its Download option. If no download option appears, the resource may not have a downloadable file."
download_resource,How do I save a resource to my computer?,"Open the resource you want and select its Download option. If no download option appears, the resource may not have a downloadable file."
download_resource,How can I get a resource file?,"Open the resource you want and select its Download option. If no download option appears, the resource may not have a downloadable file."
download_resource,I want to download a guide,"Open the resource you want and select its Download option. If no download option appears, the resource may not have a downloadable file."
download_resource,How do I download a PDF resource?,"Open the resource you want and select its Download option. If no download option appears, the resource may not have a downloadable file."
download_resource,Can I download the documents from the website?,"Open the resource you want and select its Download option. If no download option appears, the resource may not have a downloadable file."
download_resource,How do I download a file?,"Open the resource you want and select its Download option. If no download option appears, the resource may not have a downloadable file."
download_resource,Where can I find the download option?,"Open the resource you want and select its Download option. If no download option appears, the resource may not have a downloadable file."
download_resource,Can I save resources offline?,"Open the resource you want and select its Download option. If no download option appears, the resource may not have a downloadable file."
download_resource,How do I get a PDF from the website?,"Open the resource you want and select its Download option. If no download option appears, the resource may not have a downloadable file."
download_resource,I need to download a document,"Open the resource you want and select its Download option. If no download option appears, the resource may not have a downloadable file."
download_resource,How do I download a guide?,"Open the resource you want and select its Download option. If no download option appears, the resource may not have a downloadable file."
download_resource,Where is the PDF download?,"Open the resource you want and select its Download option. If no download option appears, the resource may not have a downloadable file."
download_resource,How can I save a resource?,"Open the resource you want and select its Download option. If no download option appears, the resource may not have a downloadable file."
download_resource,Is downloading available?,"Open the resource you want and select its Download option. If no download option appears, the resource may not have a downloadable file."
download_resource,Can I download the resource to my laptop?,"Open the resource you want and select its Download option. If no download option appears, the resource may not have a downloadable file."
download_resource,How do I download files?,"Open the resource you want and select its Download option. If no download option appears, the resource may not have a downloadable file."
download_resource,I want a copy of a resource,"Open the resource you want and select its Download option. If no download option appears, the resource may not have a downloadable file."
download_resource,How can I get the PDF file?,"Open the resource you want and select its Download option. If no download option appears, the resource may not have a downloadable file."
download_resource,Where do I click to download?,"Open the resource you want and select its Download option. If no download option appears, the resource may not have a downloadable file."
download_resource,Can I download documents from the resource database?,"Open the resource you want and select its Download option. If no download option appears, the resource may not have a downloadable file."
search_resource,How do I search for a resource?,"Type a keyword, topic or resource title into the search box. You can also use category filters to narrow the results."
search_resource,How can I find a document?,"Type a keyword, topic or resource title into the search box. You can also use category filters to narrow the results."
search_resource,Where is the search box?,"Type a keyword, topic or resource title into the search box. You can also use category filters to narrow the results."
search_resource,Can I search for resources?,"Type a keyword, topic or resource title into the search box. You can also use category filters to narrow the results."
search_resource,How do I search the resource database?,"Type a keyword, topic or resource title into the search box. You can also use category filters to narrow the results."
search_resource,I cannot find a resource,"Type a keyword, topic or resource title into the search box. You can also use category filters to narrow the results."
search_resource,How do I find a specific PDF?,"Type a keyword, topic or resource title into the search box. You can also use category filters to narrow the results."
search_resource,Search for a resource,"Type a keyword, topic or resource title into the search box. You can also use category filters to narrow the results."
search_resource,How can I locate a document quickly?,"Type a keyword, topic or resource title into the search box. You can also use category filters to narrow the results."
search_resource,How do I use the website search?,"Type a keyword, topic or resource title into the search box. You can also use category filters to narrow the results."
search_resource,Where can I search for resources?,"Type a keyword, topic or resource title into the search box. You can also use category filters to narrow the results."
search_resource,How do I search by title?,"Enter the resource title or name in the search box, then select the matching result."
search_resource,Can I search by keyword?,"Type a keyword, topic or resource title into the search box. You can also use category filters to narrow the results."
search_resource,How do I find a specific guide?,"Type a keyword, topic or resource title into the search box. You can also use category filters to narrow the results."
search_resource,I need to locate a resource,"Type a keyword, topic or resource title into the search box. You can also use category filters to narrow the results."
search_resource,Where is the resource search?,"Type a keyword, topic or resource title into the search box. You can also use category filters to narrow the results."
search_resource,How can I filter my search?,"Type a keyword, topic or resource title into the search box. You can also use category filters to narrow the results."
search_resource,How do I find documents by category?,"Use the category filters to narrow resources to Attachment, Careers, Transport or ICT."
search_resource,Can I search the database?,"Type a keyword, topic or resource title into the search box. You can also use category filters to narrow the results."
search_resource,What should I type in the search box?,"Type a keyword, topic or resource title into the search box. You can also use category filters to narrow the results."
search_resource,How do I locate an ICT resource?,"Type a keyword, topic or resource title into the search box. You can also use category filters to narrow the results."
search_resource,How can I find a career guide?,"Type a keyword, topic or resource title into the search box. You can also use category filters to narrow the results."
search_resource,How do I search for a PDF?,"Type a keyword, topic or resource title into the search box. You can also use category filters to narrow the results."
search_resource,I need help searching the resources,"Type a keyword, topic or resource title into the search box. You can also use category filters to narrow the results."
search_resource,How can I find a document by its name?,"Enter the resource title or name in the search box, then select the matching result."
resource_categories,What resource categories are available?,"The main resource categories are Attachment, Careers, Transport and ICT. Some resources may also have subcategories such as Road Safety Guides and Award Brochures."
resource_categories,Which categories are on the website?,"The main resource categories are Attachment, Careers, Transport and ICT. Some resources may also have subcategories such as Road Safety Guides and Award Brochures."
resource_categories,What types of resources do you have?,"The main resource categories are Attachment, Careers, Transport and ICT. Some resources may also have subcategories such as Road Safety Guides and Award Brochures."
resource_categories,Show me the resource categories,"The main resource categories are Attachment, Careers, Transport and ICT. Some resources may also have subcategories such as Road Safety Guides and Award Brochures."
resource_categories,What categories can I browse?,"The main resource categories are Attachment, Careers, Transport and ICT. Some resources may also have subcategories such as Road Safety Guides and Award Brochures."
resource_categories,Are there ICT resources?,"The main resource categories are Attachment, Careers, Transport and ICT. Some resources may also have subcategories such as Road Safety Guides and Award Brochures."
resource_categories,Are there career resources?,"The main resource categories are Attachment, Careers, Transport and ICT. Some resources may also have subcategories such as Road Safety Guides and Award Brochures."
resource_categories,Do you have transport resources?,"The main resource categories are Attachment, Careers, Transport and ICT. Some resources may also have subcategories such as Road Safety Guides and Award Brochures."
resource_categories,Do you have attachment resources?,"The main resource categories are Attachment, Careers, Transport and ICT. Some resources may also have subcategories such as Road Safety Guides and Award Brochures."
resource_categories,What can I find in the resource database?,"The main resource categories are Attachment, Careers, Transport and ICT. Some resources may also have subcategories such as Road Safety Guides and Award Brochures."
resource_categories,Which resource sections are available?,"The main resource categories are Attachment, Careers, Transport and ICT. Some resources may also have subcategories such as Road Safety Guides and Award Brochures."
resource_categories,What are the main categories?,"The main resource categories are Attachment, Careers, Transport and ICT. Some resources may also have subcategories such as Road Safety Guides and Award Brochures."
resource_categories,How many categories are there?,"The main resource categories are Attachment, Careers, Transport and ICT. Some resources may also have subcategories such as Road Safety Guides and Award Brochures."
resource_categories,What topics can I browse?,"The main resource categories are Attachment, Careers, Transport and ICT. Some resources may also have subcategories such as Road Safety Guides and Award Brochures."
resource_categories,Which category contains ICT?,"The main resource categories are Attachment, Careers, Transport and ICT. Some resources may also have subcategories such as Road Safety Guides and Award Brochures."
resource_categories,Which category contains careers?,"The main resource categories are Attachment, Careers, Transport and ICT. Some resources may also have subcategories such as Road Safety Guides and Award Brochures."
resource_categories,Which category contains transport?,"The main resource categories are Attachment, Careers, Transport and ICT. Some resources may also have subcategories such as Road Safety Guides and Award Brochures."
resource_categories,Which category contains attachments?,"The main resource categories are Attachment, Careers, Transport and ICT. Some resources may also have subcategories such as Road Safety Guides and Award Brochures."
resource_categories,Where can I see all categories?,"The main resource categories are Attachment, Careers, Transport and ICT. Some resources may also have subcategories such as Road Safety Guides and Award Brochures."
resource_categories,What types of documents can I find?,"The main resource categories are Attachment, Careers, Transport and ICT. Some resources may also have subcategories such as Road Safety Guides and Award Brochures."
resource_categories,What sections does the resource database have?,"The main resource categories are Attachment, Careers, Transport and ICT. Some resources may also have subcategories such as Road Safety Guides and Award Brochures."
resource_categories,Are there different resource categories?,"The main resource categories are Attachment, Careers, Transport and ICT. Some resources may also have subcategories such as Road Safety Guides and Award Brochures."
resource_categories,How are resources organized?,"The main resource categories are Attachment, Careers, Transport and ICT. Some resources may also have subcategories such as Road Safety Guides and Award Brochures."
resource_categories,Where are the category filters?,"The main resource categories are Attachment, Careers, Transport and ICT. Some resources may also have subcategories such as Road Safety Guides and Award Brochures."
resource_categories,Tell me the available resource sections,"The main resource categories are Attachment, Careers, Transport and ICT. Some resources may also have subcategories such as Road Safety Guides and Award Brochures."
faq,Where can I find frequently asked questions?,Open the FAQ section to see answers to common questions about the website and its resources.
faq,Do you have an FAQ section?,Open the FAQ section to see answers to common questions about the website and its resources.
faq,What are the frequently asked questions?,Open the FAQ section to see answers to common questions about the website and its resources.
faq,How can I view FAQs?,Open the FAQ section to see answers to common questions about the website and its resources.
faq,Show me the FAQ,Open the FAQ section to see answers to common questions about the website and its resources.
faq,Where is the FAQ section?,Open the FAQ section to see answers to common questions about the website and its resources.
faq,Can I get answers to common questions?,Open the FAQ section to see answers to common questions about the website and its resources.
faq,What questions does the website answer?,Open the FAQ section to see answers to common questions about the website and its resources.
faq,I want to read the FAQs,Open the FAQ section to see answers to common questions about the website and its resources.
faq,Is there a frequently asked questions page?,Open the FAQ section to see answers to common questions about the website and its resources.
faq,Where are the common questions?,Open the FAQ section to see answers to common questions about the website and its resources.
faq,How do I access FAQs?,Open the FAQ section to see answers to common questions about the website and its resources.
faq,Can I see the website FAQs?,Open the FAQ section to see answers to common questions about the website and its resources.
faq,Show me frequently asked questions,Open the FAQ section to see answers to common questions about the website and its resources.
faq,Where can I find common answers?,Open the FAQ section to see answers to common questions about the website and its resources.
faq,Do you have answers to common questions?,Open the FAQ section to see answers to common questions about the website and its resources.
faq,Is there an FAQ page?,Open the FAQ section to see answers to common questions about the website and its resources.
faq,How can I read the FAQs?,Open the FAQ section to see answers to common questions about the website and its resources.
faq,Where are frequently asked questions located?,Open the FAQ section to see answers to common questions about the website and its resources.
faq,I need to check the FAQs,Open the FAQ section to see answers to common questions about the website and its resources.
faq,Can the FAQ answer my question?,Open the FAQ section to see answers to common questions about the website and its resources.
faq,Where can I find help through FAQs?,Open the FAQ section to see answers to common questions about the website and its resources.
faq,What information is in the FAQ?,Open the FAQ section to see answers to common questions about the website and its resources.
faq,Show the frequently asked questions,Open the FAQ section to see answers to common questions about the website and its resources.
faq,How do I open the FAQ section?,Open the FAQ section to see answers to common questions about the website and its resources.
help,I need help,"I can help you find resources, explain the categories, guide you through searching and downloading, or answer questions about careers, attachments, ICT and transport."
help,Help me use the website,"I can help you find resources, explain the categories, guide you through searching and downloading, or answer questions about careers, attachments, ICT and transport."
help,How do I use this website?,"I can help you find resources, explain the categories, guide you through searching and downloading, or answer questions about careers, attachments, ICT and transport."
help,I don't understand the website,"I can help you find resources, explain the categories, guide you through searching and downloading, or answer questions about careers, attachments, ICT and transport."
help,Can you guide me?,"I can help you find resources, explain the categories, guide you through searching and downloading, or answer questions about careers, attachments, ICT and transport."
help,I need assistance finding a resource,"I can help you find resources, explain the categories, guide you through searching and downloading, or answer questions about careers, attachments, ICT and transport."
help,How does the chatbot work?,"I can help you find resources, explain the categories, guide you through searching and downloading, or answer questions about careers, attachments, ICT and transport."
help,What can you help me with?,"I can help you find resources, explain the categories, guide you through searching and downloading, or answer questions about careers, attachments, ICT and transport."
help,Guide me through the website,"I can help you find resources, explain the categories, guide you through searching and downloading, or answer questions about careers, attachments, ICT and transport."
help,I am having trouble finding information,"I can help you find resources, explain the categories, guide you through searching and downloading, or answer questions about careers, attachments, ICT and transport."
help,Please help me,"I can help you find resources, explain the categories, guide you through searching and downloading, or answer questions about careers, attachments, ICT and transport."
help,Can you show me how to use the site?,"I can help you find resources, explain the categories, guide you through searching and downloading, or answer questions about careers, attachments, ICT and transport."
help,I need assistance,"I can help you find resources, explain the categories, guide you through searching and downloading, or answer questions about careers, attachments, ICT and transport."
help,I don't know where to start,"I can help you find resources, explain the categories, guide you through searching and downloading, or answer questions about careers, attachments, ICT and transport."
help,Help me find information,"I can help you find resources, explain the categories, guide you through searching and downloading, or answer questions about careers, attachments, ICT and transport."
help,Can you guide me to a resource?,"I can help you find resources, explain the categories, guide you through searching and downloading, or answer questions about careers, attachments, ICT and transport."
help,How can you assist me?,"I can help you find resources, explain the categories, guide you through searching and downloading, or answer questions about careers, attachments, ICT and transport."
help,I need help navigating the website,"I can help you find resources, explain the categories, guide you through searching and downloading, or answer questions about careers, attachments, ICT and transport."
help,What should I do first?,"I can help you find resources, explain the categories, guide you through searching and downloading, or answer questions about careers, attachments, ICT and transport."
help,Can you explain how the website works?,"I can help you find resources, explain the categories, guide you through searching and downloading, or answer questions about careers, attachments, ICT and transport."
help,Help me search for a document,"I can help you find resources, explain the categories, guide you through searching and downloading, or answer questions about careers, attachments, ICT and transport."
help,I need help finding a guide,"I can help you find resources, explain the categories, guide you through searching and downloading, or answer questions about careers, attachments, ICT and transport."
help,Can you help me use the resource database?,"I can help you find resources, explain the categories, guide you through searching and downloading, or answer questions about careers, attachments, ICT and transport."
help,I am confused about the website,"I can help you find resources, explain the categories, guide you through searching and downloading, or answer questions about careers, attachments, ICT and transport."
help,Please guide me,"I can help you find resources, explain the categories, guide you through searching and downloading, or answer questions about careers, attachments, ICT and transport."
thanks,Thank you,You're welcome! I'm happy to help.
thanks,Thanks,You're welcome! I'm happy to help.
thanks,Thank you very much,You're welcome! I'm happy to help.
thanks,Thanks for your help,You're welcome! I'm happy to help.
thanks,I appreciate your help,You're welcome! I'm happy to help.
thanks,That was helpful,You're welcome! I'm happy to help.
thanks,"Great, thank you",You're welcome! I'm happy to help.
thanks,Much appreciated,You're welcome! I'm happy to help.
thanks,Thanks chatbot,You're welcome! I'm happy to help.
thanks,Thank you for the information,You're welcome! I'm happy to help.
thanks,Thanks a lot,You're welcome! I'm happy to help.
thanks,I am grateful,You're welcome! I'm happy to help.
thanks,Thank you for helping me,You're welcome! I'm happy to help.
thanks,"That helps, thanks",You're welcome! I'm happy to help.
thanks,I appreciate it,You're welcome! I'm happy to help.
thanks,Thanks for the assistance,You're welcome! I'm happy to help.
thanks,Thank you chatbot,You're welcome! I'm happy to help.
thanks,"Great help, thank you",You're welcome! I'm happy to help.
thanks,Thanks for the guidance,You're welcome! I'm happy to help.
thanks,I am thankful,You're welcome! I'm happy to help.
thanks,"That was useful, thanks",You're welcome! I'm happy to help.
thanks,Thank you so much,You're welcome! I'm happy to help.
thanks,I really appreciate your help,You're welcome! I'm happy to help.
thanks,Thanks for answering,You're welcome! I'm happy to help.
thanks,Many thanks,You're welcome! I'm happy to help.
goodbye,Goodbye,Goodbye! Feel free to return whenever you need help with the MFANO BORA AFRICA LIMITED website.
goodbye,Bye,Goodbye! Feel free to return whenever you need help with the MFANO BORA AFRICA LIMITED website.
goodbye,See you later,Goodbye! Feel free to return whenever you need help with the MFANO BORA AFRICA LIMITED website.
goodbye,Talk to you later,Goodbye! Feel free to return whenever you need help with the MFANO BORA AFRICA LIMITED website.
goodbye,I am done,Goodbye! Feel free to return whenever you need help with the MFANO BORA AFRICA LIMITED website.
goodbye,That's all,Goodbye! Feel free to return whenever you need help with the MFANO BORA AFRICA LIMITED website.
goodbye,Have a good day,Goodbye! Feel free to return whenever you need help with the MFANO BORA AFRICA LIMITED website.
goodbye,I will come back later,Goodbye! Feel free to return whenever you need help with the MFANO BORA AFRICA LIMITED website.
goodbye,Bye chatbot,Goodbye! Feel free to return whenever you need help with the MFANO BORA AFRICA LIMITED website.
goodbye,See you next time,Goodbye! Feel free to return whenever you need help with the MFANO BORA AFRICA LIMITED website.
goodbye,Goodbye for now,Goodbye! Feel free to return whenever you need help with the MFANO BORA AFRICA LIMITED website.
goodbye,I have finished,Goodbye! Feel free to return whenever you need help with the MFANO BORA AFRICA LIMITED website.
goodbye,See you,Goodbye! Feel free to return whenever you need help with the MFANO BORA AFRICA LIMITED website.
goodbye,Talk to you soon,Goodbye! Feel free to return whenever you need help with the MFANO BORA AFRICA LIMITED website.
goodbye,Have a nice day,Goodbye! Feel free to return whenever you need help with the MFANO BORA AFRICA LIMITED website.
goodbye,I am leaving now,Goodbye! Feel free to return whenever you need help with the MFANO BORA AFRICA LIMITED website.
goodbye,"Thanks, goodbye",Goodbye! Feel free to return whenever you need help with the MFANO BORA AFRICA LIMITED website.
goodbye,Bye for now,Goodbye! Feel free to return whenever you need help with the MFANO BORA AFRICA LIMITED website.
goodbye,Until next time,Goodbye! Feel free to return whenever you need help with the MFANO BORA AFRICA LIMITED website.
goodbye,I am done with my questions,Goodbye! Feel free to return whenever you need help with the MFANO BORA AFRICA LIMITED website.
goodbye,See you again,Goodbye! Feel free to return whenever you need help with the MFANO BORA AFRICA LIMITED website.
goodbye,Have a great day,Goodbye! Feel free to return whenever you need help with the MFANO BORA AFRICA LIMITED website.
goodbye,I will return later,Goodbye! Feel free to return whenever you need help with the MFANO BORA AFRICA LIMITED website.
goodbye,Goodbye chatbot,Goodbye! Feel free to return whenever you need help with the MFANO BORA AFRICA LIMITED website.
goodbye,End the chat,Goodbye! Feel free to return whenever you need help with the MFANO BORA AFRICA LIMITED website.
fallback,Can you answer my question?,"I'm sorry, I didn't understand that question. Please ask about MFANO BORA AFRICA LIMITED, resources, careers, attachments, ICT, transport, downloads or website navigation."
fallback,I have another question,"I'm sorry, I didn't understand that question. Please ask about MFANO BORA AFRICA LIMITED, resources, careers, attachments, ICT, transport, downloads or website navigation."
fallback,I don't know what to ask,"I'm sorry, I didn't understand that question. Please ask about MFANO BORA AFRICA LIMITED, resources, careers, attachments, ICT, transport, downloads or website navigation."
fallback,Can you help with something else?,"I'm sorry, I didn't understand that question. Please ask about MFANO BORA AFRICA LIMITED, resources, careers, attachments, ICT, transport, downloads or website navigation."
fallback,My question is not listed,"I'm sorry, I didn't understand that question. Please ask about MFANO BORA AFRICA LIMITED, resources, careers, attachments, ICT, transport, downloads or website navigation."
fallback,I need information you did not mention,"I'm sorry, I didn't understand that question. Please ask about MFANO BORA AFRICA LIMITED, resources, careers, attachments, ICT, transport, downloads or website navigation."
fallback,I cannot find what I need,"I'm sorry, I didn't understand that question. Please ask about MFANO BORA AFRICA LIMITED, resources, careers, attachments, ICT, transport, downloads or website navigation."
fallback,That is not what I meant,"I'm sorry, I didn't understand that question. Please ask about MFANO BORA AFRICA LIMITED, resources, careers, attachments, ICT, transport, downloads or website navigation."
fallback,Can you understand me?,"I'm sorry, I didn't understand that question. Please ask about MFANO BORA AFRICA LIMITED, resources, careers, attachments, ICT, transport, downloads or website navigation."
fallback,I have a different question,"I'm sorry, I didn't understand that question. Please ask about MFANO BORA AFRICA LIMITED, resources, careers, attachments, ICT, transport, downloads or website navigation."
fallback,My question is different,"I'm sorry, I didn't understand that question. Please ask about MFANO BORA AFRICA LIMITED, resources, careers, attachments, ICT, transport, downloads or website navigation."
fallback,I need something else,"I'm sorry, I didn't understand that question. Please ask about MFANO BORA AFRICA LIMITED, resources, careers, attachments, ICT, transport, downloads or website navigation."
fallback,Can you help with another topic?,"I'm sorry, I didn't understand that question. Please ask about MFANO BORA AFRICA LIMITED, resources, careers, attachments, ICT, transport, downloads or website navigation."
fallback,I don't see my question here,"I'm sorry, I didn't understand that question. Please ask about MFANO BORA AFRICA LIMITED, resources, careers, attachments, ICT, transport, downloads or website navigation."
fallback,What if my question is not covered?,"I'm sorry, I didn't understand that question. Please ask about MFANO BORA AFRICA LIMITED, resources, careers, attachments, ICT, transport, downloads or website navigation."
fallback,I need more information,"I'm sorry, I didn't understand that question. Please ask about MFANO BORA AFRICA LIMITED, resources, careers, attachments, ICT, transport, downloads or website navigation."
fallback,Can you answer something else?,"I'm sorry, I didn't understand that question. Please ask about MFANO BORA AFRICA LIMITED, resources, careers, attachments, ICT, transport, downloads or website navigation."
fallback,I am looking for different information,"I'm sorry, I didn't understand that question. Please ask about MFANO BORA AFRICA LIMITED, resources, careers, attachments, ICT, transport, downloads or website navigation."
fallback,That did not answer my question,"I'm sorry, I didn't understand that question. Please ask about MFANO BORA AFRICA LIMITED, resources, careers, attachments, ICT, transport, downloads or website navigation."
fallback,Can you help me with a different issue?,"I'm sorry, I didn't understand that question. Please ask about MFANO BORA AFRICA LIMITED, resources, careers, attachments, ICT, transport, downloads or website navigation."
fallback,I have another thing to ask,"I'm sorry, I didn't understand that question. Please ask about MFANO BORA AFRICA LIMITED, resources, careers, attachments, ICT, transport, downloads or website navigation."
fallback,My question is not about those topics,"I'm sorry, I didn't understand that question. Please ask about MFANO BORA AFRICA LIMITED, resources, careers, attachments, ICT, transport, downloads or website navigation."
fallback,Can you help with my specific question?,"I'm sorry, I didn't understand that question. Please ask about MFANO BORA AFRICA LIMITED, resources, careers, attachments, ICT, transport, downloads or website navigation."
fallback,I need an answer to another question,"I'm sorry, I didn't understand that question. Please ask about MFANO BORA AFRICA LIMITED, resources, careers, attachments, ICT, transport, downloads or website navigation."
fallback,What if you don't understand my question?,"I'm sorry, I didn't understand that question. Please ask about MFANO BORA AFRICA LIMITED, resources, careers, attachments, ICT, transport, downloads or website navigation."
